Municipio_numero;UF;Municipio;MUN_IBGE
3215;PR;Bela Vista da Caroba;4102752
3216;PR;Bela Vista do Paraíso;4102802
3217;PR;Bituruna;4102901
3218;PR;Boa Esperança;4103008
3219;PR;Boa Esperança do Iguaçu;4103024
3220;PR;Boa Ventura de São Roque;4103040
3221;PR;Boa Vista da Aparecida;4103057
3222;PR;Bocaiúva do Sul;4103107
3223;PR;Bom Jesus do Sul;4103156
3224;PR;Bom Sucesso;4103206
3225;PR;Bom Sucesso do Sul;4103222
3226;PR;Borrazópolis;4103305
3227;PR;Braganey;4103354
3228;PR;Brasilândia do Sul;4103370
3229;PR;Cafeara;4103404
3230;PR;Cafelândia;4103453
3231;PR;Cafezal do Sul;4103479
3232;PR;Califórnia;4103503
3233;PR;Cambará;4103602
3234;PR;Cambé;4103701
3235;PR;Cambira;4103800
3236;PR;Campina da Lagoa;4103909
3237;PR;Campina do Simão;4103958
3238;PR;Campina Grande do Sul;4104006
3239;PR;Campo Bonito;4104055
3240;PR;Campo do Tenente;4104105
3241;PR;Campo Largo;4104204
3242;PR;Campo Magro;4104253
3243;PR;Campo Mourão;4104303
3244;PR;Cândido de Abreu;4104402
3245;PR;Candói;4104428
3246;PR;Cantagalo;4104451
3247;PR;Capanema;4104501
3248;PR;Capitão Leônidas Marque;4104600
3249;PR;Carambei;4104659
3250;PR;Carlópolis;4104709
3251;PR;Cascavel;4104808
3252;PR;Castro;4104907
3253;PR;Catanduvas;4105003
3254;PR;Centenário do Sul;4105102
3255;PR;Cerro Azu;4105201
3256;PR;Céu Azul;4105300
3257;PR;Chopinzinho;4105409
3258;PR;Cianorte;4105508
3259;PR;Cidade Gaúcha;4105607
3260;PR;Clevelândia;4105706
3261;PR;Colombo;4105805
3262;PR;Colorado;4105904
3263;PR;Congonhinhas;4106001
3264;PR;Conselheiro Mairink;4106100
3265;PR;Contenda;4106209
3266;PR;Corbélia;4106308
3267;PR;Cornélio Procópio;4106407
3268;PR;Coronel Domingos Soares;4106456
3269;PR;Coronel Vivida;4106506
3270;PR;Corumbataí do Sul;4106555
3271;PR;Cruz Machado;4106803
3272;PR;Cruzeiro do Iguaçu;4106571
3273;PR;Cruzeiro do Oeste;4106605
3274;PR;Cruzeiro do Sul;4106704
3275;PR;Cruzmaltina;4106852
3276;PR;Curitiba;4106902
3277;PR;Curiúva;4107009
3278;PR;Diamante do Norte;4107108
3279;PR;Diamante do Sul;4107124
3280;PR;Diamante D'Oeste;4107157
3281;PR;Dois Vizinhos;4107207
3282;PR;Douradina;4107256
3283;PR;Doutor Camargo;4107306
3284;PR;Doutor Ulysses;4128633
3285;PR;Enéas Marques;4107405
3286;PR;Engenheiro Beltrão;4107504
3287;PR;Entre Rios do Oeste;4107538
3288;PR;Esperança Nova;4107520
3289;PR;Espigão Alto do Iguaçu;4107546
3290;PR;Farol;4107553
3291;PR;Faxinal;4107603
3292;PR;Fazenda Rio Grande;4107652
3293;PR;Fênix;4107702
3294;PR;Fernandes Pinheiro;4107736
3295;PR;Figueira;4107751
3296;PR;Flor da Serra do Sul;4107850
3297;PR;Floraí;4107801
3298;PR;Floresta;4107900
3299;PR;Florestópolis;4108007
3300;PR;Flórida;4108106
3301;PR;Formosa do Oeste;4108205
3302;PR;Foz do Iguaçu;4108304
3303;PR;Foz do Jordão;4108452
3304;PR;Francisco Alves;4108320
3305;PR;Francisco Beltrão;4108403
3306;PR;General Carneiro;4108502
3307;PR;Godoy Moreira;4108551
3308;PR;Goioerê;4108601
3309;PR;Goioxim;4108650
3310;PR;Grandes Rios;4108700
3311;PR;Guaíra;4108809
3312;PR;Guairaçá;4108908
3313;PR;Guamiranga;4108957
3314;PR;Guapirama;4109005
3315;PR;Guaporema;4109104
3316;PR;Guaraci;4109203
3317;PR;Guaraniaçu;4109302
3318;PR;Guarapuava;4109401
3319;PR;Guaraqueçaba;4109500
3320;PR;Guaratuba;4109609
3321;PR;Honório Serpa;4109658
3322;PR;Ibaiti;4109708
3323;PR;Ibempa;4109757
3324;PR;Ibiporã;4109807
3325;PR;Icaraíma;4109906
3326;PR;Iguaraçu;4110003
3327;PR;Iguatu;4110052
3328;PR;Imbaú;4110078
3329;PR;Imbituva;4110102
3330;PR;Inácio Martins;4110201
3331;PR;Inajá;4110300
3332;PR;Indianópolis;4110409
3333;PR;Ipiranga;4110508
3334;PR;Iporã;4110607
3335;PR;Iracema do Oeste;4110656
3336;PR;Irati;4110706
3337;PR;Iretama;4110805
3338;PR;Itaguagé;4110904
3339;PR;Itaipulândia;4110953
3340;PR;Itambaracá;4111001
3341;PR;Itambé;4111100
3342;PR;Itapejara do Oeste;4111209
3343;PR;Itaperuçu;4111258
3344;PR;Itaúna do Sul;4111308
3345;PR;Ivaí;4111407
3346;PR;Ivaiporã;4111506
3347;PR;Ivaté;4111555
3348;PR;Ivatuba;4111605
3349;PR;Jaboti;4111704
3350;PR;Jacarezinho;4111803
3351;PR;Jaguapitã;4111902
3352;PR;Jaguariaíva;4112009
3353;PR;Jandaia do Sul;4112108
3354;PR;Janiópolis;4112207
3355;PR;Japirá;4112306
3356;PR;Japurá;4112405
3357;PR;Jardim Alegre;4112504
3358;PR;Jardim Olinda;4112603
3359;PR;Jataizinho;4112702
3360;PR;Jesuítas;4112751
3361;PR;Joaquim Távora;4112801
3362;PR;Jundiai do Sul;4112900
3363;PR;Juranda;4112959
3364;PR;Jussara;4113007
3365;PR;Kaloré;4113106
3366;PR;Lapa;4113205
3367;PR;Laranjal;4113254
3368;PR;Laranjeiras do Sul;4113304
3369;PR;Leópolis;4113403
3370;PR;Lidianópolis;4113429
3371;PR;Lindoeste;4113452
3372;PR;Loanda;4113502
3373;PR;Lobato;4113601
3374;PR;Londrina;4113700
3375;PR;Luiziana;4113734
3376;PR;Lunardelli;4113759
3377;PR;Lupionópolis;4113809
3378;PR;Mallet;4113908
3379;PR;Mamborê;4114005
3380;PR;Mandaguaçu;4114104
3381;PR;Mandaguari;4114203
3382;PR;Mandirituba;4114302
3383;PR;Manfrinóplolis;4114351
3384;PR;Mangueirinha;4114401
3385;PR;Manoel Ribas;4114500
3386;PR;Marechal Cândido Rondo;4114609
3387;PR;Maria Helena;4114708
3388;PR;Marialva;4114807
3389;PR;Marilândia do Sul;4114906
3390;PR;Marilena;4115002
3391;PR;Mariluz;4115101
3392;PR;Maringá;4115200
3393;PR;Marióplolis;4115309
3394;PR;Maripá;4115358
3395;PR;Marmeleiro;4115408
3396;PR;Marquinho;4115457
3397;PR;Marumbi;4115507
3398;PR;Matelândia;4115606
3399;PR;Matinhos;4115705
3400;PR;Mato Rico;4115739
3401;PR;Mauá da Serra;4115754
3402;PR;Medianeira;4115804
3403;PR;Mercedes;4115853
3404;PR;Mirador;4115903
3405;PR;Miraselva;4116000
3406;PR;Missal;4116059
3407;PR;Moreira Salles;4116109
3408;PR;Morretes;4116208
3409;PR;Munhoz de Mello;4116307
3410;PR;Nossa Senhora das Graças;4116406
3411;PR;Nova Aliança do Ivaí;4116505
3412;PR;Nova América da Colina;4116604
3413;PR;Nova Aurora;4116703
3414;PR;Nova Cantu;4116802
3415;PR;Nova Esperança;4116901
3416;PR;Nova Esperança do Sudoe;4116950
3417;PR;Nova Fátima;4117008
3418;PR;Nova Laranjeiras;4117057
3419;PR;Nova Londrina;4117107
3420;PR;Nova Olímpia;4117206
3421;PR;Nova Prata do Iguaçu;4117255
3422;PR;Nova Santa Bárbara;4117214
3423;PR;Nova Santa Rosa;4117222
3424;PR;Nova Tebas;4117271
3425;PR;Novo Itacolomi;4117297
3426;PR;Ortigueira;4117305
3427;PR;Ourizona;4117404
3428;PR;Ouro Verde do Oeste;4117453
3429;PR;Paiçandu;4117503
3430;PR;Palmas;4117602
3431;PR;Palmeira;4117701
3432;PR;Palmital;4117800
3433;PR;Palotina;4117909
3434;PR;Paraíso do Norte;4118006
3435;PR;Paranacity;4118105
3436;PR;Paranaguá;4118204
3437;PR;Paranapoema;4118303
3438;PR;Paranavaí;4118402
3439;PR;Pato  Bragado;4118451
3440;PR;Pato Branco;4118501
3441;PR;Paula Freitas;4118600
3442;PR;Paulo Frontin;4118709
3443;PR;Peabiru;4118808
3444;PR;Perobal;4118857
3445;PR;Pérola;4118907
3446;PR;Pérola do Oeste;4119004
3447;PR;Piên;4119103
3448;PR;Pinhais;4119152
3449;PR;Pinhal de São Bento;4119251
3450;PR;Pinhalão;4119202
3451;PR;Pinhão;4119301
3452;PR;Piraí do Sul;4119400
3453;PR;Piraquara;4119509
3454;PR;Pitanga;4119608
3455;PR;Pitangueiras;4119657
3456;PR;Planaltina do Paraná;4119707
3457;PR;Planalto;4119806
3458;PR;Ponta Grossa;4119905
3459;PR;Pontal do Paraná;4119954
3460;PR;Porecatu;4120002
3461;PR;Porto Amazonas;4120101
3462;PR;Porto Barreiro;4120150
3463;PR;Porto Rico;4120200
3464;PR;Porto Vitória;4120309
3465;PR;Prado Ferreira;4120333
3466;PR;Pranchia;4120358
3467;PR;Presidente Castelo Branco;4120408
3468;PR;Primeiro de Maio;4120507
3469;PR;Prudentópolis;4120606
3470;PR;Quarto Centenário;4120655
3471;PR;Quatiguá;4120705
3472;PR;Quatro Barras;4120804
3473;PR;Quatro Pontes;4120853
3474;PR;Quedas do Iguaçu;4120903
3475;PR;Querência do Norte;4121000
3476;PR;Quinta do Sol;4121109
3477;PR;Quitandinha;4121208
3478;PR;Ramilândia;4121257
3479;PR;Rancho Alegre;4121307
3480;PR;Rancho Alegre do Oeste;4121356
3481;PR;Realeza;4121406
3482;PR;Rebouças;4121505
3483;PR;Renascença;4121604
3484;PR;Reserva;4121703
3485;PR;Reserva do Iguaçu;4121752
3486;PR;Ribeirão Claro;4121802
3487;PR;Ribeirão do Pinhal;4121901
3488;PR;Rio Azul;4122008
3489;PR;Rio Bom;4122107
3490;PR;Rio Bonito do Iguaçu;4122156
3491;PR;Rio Branco do Ivaí;4122172
3492;PR;Rio Branco do Sul;4122206
3493;PR;Rio Negro;4122305
3494;PR;Rolândia;4122404
3495;PR;Roncador;4122503
3496;PR;Rondon;4122602
3497;PR;Rosário do Ivaí;4122651
3498;PR;Sabáudia;4122701
3499;PR;Salgado Filho;4122800
3500;PR;Salto do Itararé;4122909
3501;PR;Salto do Lontra;4123006
3502;PR;Santa Amélia;4123105
3503;PR;Santa Cecília do Pavão;4123204
3504;PR;Santa Cruz do Monte Castelo;4123303
3505;PR;Santa Fé;4123402
3506;PR;Santa Helena;4123501
3507;PR;Santa Ines;4123600
3508;PR;Santa Isabel do Ivaí;4123709
3509;PR;Santa Izabel do Oeste;4123808
3510;PR;Santa Lúcia;4123824
3511;PR;Santa Maria do Oeste;4123857
3512;PR;Santa Mariana;4123907
3513;PR;Santa Mônica;4123956
3514;PR;Santa Tereza do Oeste;4124020
3515;PR;Santa Terezinha do Itaipu;4124053
3516;PR;Santana do Itararé;4124004
3517;PR;Santo Antônio da Platina;4124103
3518;PR;Santo Antônio do Caiuá;4124202
3519;PR;Santo Antônio do Paraíso;4124301
3520;PR;Santo Antônio do Sudoeste;4124400
3521;PR;Santo Inácio;4124509
3522;PR;São Carlos do Ivaí;4124608
3523;PR;São Jerônimo da Serra;4124707
3524;PR;São João;4124806
3525;PR;São João do Caiuá;4124905
3526;PR;São João do Ivaí;4125001
3527;PR;São João do Triunfo;4125100
3528;PR;São Jorge do Ivaí;4125308
3529;PR;São Jorge do Oeste;4125209
3530;PR;São Jorge do Patrocínio;4125357
3531;PR;São José da Boa Vista;4125407
3532;PR;São José das Palmeiras;4125456
3533;PR;São José dos Pinhais;4125506
3534;PR;São Manoel do Paraná;4125555
3535;PR;São Mateus do Sul;4125605
3536;PR;São Miguel do Iguaçu;4125704
3537;PR;São Pedro do Iguaçu;4125753
3538;PR;São Pedro do Ivaí;4125803
3539;PR;São Pedro do Paraná;4125902
3540;PR;São Sebastião da Amoreira;4126009
3541;PR;São Tomé;4126108
3542;PR;Sapopema;4126207
3543;PR;Sarandi;4126256
3544;PR;Saudade do Iguaçu;4126272
3545;PR;Sengés;4126306
3546;PR;Serranópolis do Iguaçu;4126355
3547;PR;Sertaneja;4126405
3548;PR;Sertanópolis;4126504
3549;PR;Siqueira Campos;4126603
3550;PR;Sulina;4126652
3551;PR;Tamarana;4126678
3552;PR;Tamboara;4126702
3553;PR;Tapejara;4126801
3554;PR;Tapira;4126900
3555;PR;Teixeira Soares;4127007
3556;PR;Telêmaco Borba;4127106
3557;PR;Terra Boa;4127205
3558;PR;Terra Rica;4127304
3559;PR;Terra Roxa;4127403
3560;PR;Tibagi;4127502
3561;PR;Tijucas do Sul;4127601
3562;PR;Toledo;4127700
3563;PR;Tomazina;4127809
3564;PR;Três Barras do Paraná;4127858
3565;PR;Tunas do Paraná;4127882
3566;PR;Tuneiras do Oeste;4127908
3567;PR;Tupassi;4127957
3568;PR;Turvo;4127965
3569;PR;Ubiratã;4128005
3570;PR;Umuarama;4128104
3571;PR;União da Vitória;4128203
3572;PR;Uniflor;4128302
3573;PR;Uraí;4128401
3574;PR;Ventania;4128534
3575;PR;Vera Cruz do Oeste;4128559
3576;PR;Verê;4128609
3577;PR;Vila Alta;4128625
3578;PR;Virmond;4128658
3579;PR;Vitorino;4128708
3580;PR;Wenceslau Bráz;4128500
3581;PR;Xambre;4128807
3582;RJ;Angra dos Reis;3300100
3583;RJ;Aperibé;3300159
3584;RJ;Araruama;3300209
3585;RJ;Areal;3300225
3586;RJ;Armação dos Búzios;3300233
3587;RJ;Arraial do Cabo;3300258
3588;RJ;Barra do Piraí;3300308
3589;RJ;Barra Mansa;3300407
3590;RJ;Belford Roxo;3300456
3591;RJ;Bom Jardim;3300506
3592;RJ;Bom Jesus do Itabapoana;3300605
3593;RJ;Cabo Frio;3300704
3594;RJ;Cachoeiras de Macacu;3300803
3595;RJ;Cambuci;3300902
3596;RJ;Campos dos Goytacazes;3301009
3597;RJ;Cantagalo;3301108
3598;RJ;Carapebus;3300936
3599;RJ;Cardoso Moreira;3301157
3600;RJ;Carmo;3301207
3601;RJ;Casimiro de Abreu;3301306
3602;RJ;Comendador Levy Gasparian;3300951
3603;RJ;Conceição de Macabu;3301405
3604;RJ;Cordeiro;3301504
3605;RJ;Duas Barras;3301603
3606;RJ;Duque de Caxias;3301702
3607;RJ;Engenheiro Paulo de Frontin;3301801
3608;RJ;Guapimirim;3301850
3609;RJ;Iguaba Grande;3301876
3610;RJ;Itaboraí;3301900
3611;RJ;Itaguaí;3302007
3612;RJ;Italva;3302056
3613;RJ;Itaocara;3302106
3614;RJ;Itaperuna;3302205
3615;RJ;Itatiaia;3302254
3616;RJ;Japeri;3302270
3617;RJ;Laje do Muriaé;3302304
3618;RJ;Macaé;3302403
3619;RJ;Macuco;3302452
3620;RJ;Magé;3302502
3621;RJ;Mangaratiba;3302601
3622;RJ;Maricá;3302700
3623;RJ;Mendes;3302809
3624;RJ;Mesquita;3302858
3625;RJ;Miguel Pereira;3302908
3626;RJ;Miracema;3303005
3627;RJ;Natividade;3303104
3628;RJ;Nilópolis;3303203
3629;RJ;Niterói;3303302
3630;RJ;Nova Friburgo;3303401
3631;RJ;Nova Iguaçu;3303500
3632;RJ;Paracambi;3303609
3633;RJ;Paraíba do Sul;3303708
3634;RJ;Parati;3303807
3635;RJ;Paty do Alferes;3303856
3636;RJ;Petrópolis;3303906
3637;RJ;Pinheiral;3303955
3638;RJ;Piraí;3304003
3639;RJ;Porciúncula;3304102
3640;RJ;Porto Real;3304110
3641;RJ;Quatis;3304128
3642;RJ;Queimados;3304144
3643;RJ;Quissamã;3304151
3644;RJ;Resende;3304201
3645;RJ;Rio Bonito;3304300
3646;RJ;Rio Claro;3304409
3647;RJ;Rio das Flores;3304508
3648;RJ;Rio das Ostras;3304524
3649;RJ;Rio de Janeiro;3304557
3650;RJ;Santa Maria Madalena;3304607
3651;RJ;Santo Antônio de Pádua;3304706
3652;RJ;São Fidélis;3304805
3653;RJ;São Francisco de Itabapoana;3304755
3654;RJ;São Gonçalo;3304904
3655;RJ;São João da Barra;3305000
3656;RJ;São João de Meriti;3305109
3657;RJ;São José de Ubá;3305133
3658;RJ;São José do Vale do Rio Preto;3305158
3659;RJ;São Pedro da Aldeia;3305208
3660;RJ;São Sebastião do Alto;3305307
3661;RJ;Sapucaia;3305406
3662;RJ;Saquarema;3305505
3663;RJ;Seropédica;3305554
3664;RJ;Silva Jardim;3305604
3665;RJ;Sumidouro;3305703
3666;RJ;Tanguá;3305752
3667;RJ;Teresópolis;3305802
3668;RJ;Trajano de Morais;3305901
3669;RJ;Três Rios;3306008
3670;RJ;Valença;3306107
3671;RJ;Varre-Sai;3306156
3672;RJ;Vassouras;3306206
3673;RJ;Volta Redonda;3306305
3674;RN;Acari;2400109
3675;RN;Afonso Bezerra;2400307
3676;RN;Água Nova;2400406
3677;RN;Alexandria;2400505
3678;RN;Almino Afonso;2400604
3679;RN;Alto do Rodrigues;2400703
3680;RN;Angicos;2400802
3681;RN;Antônio Martins;2400901
3682;RN;Apodi;2401008
3683;RN;Areia Branca;2401107
3684;RN;Arês;2401206
3685;RN;Assu;2400208
3686;RN;Baía Formosa;2401404
3687;RN;Baraúna;2401453
3688;RN;Barcelona;2401503
3689;RN;Bento Fernandes;2401602
3690;RN;Boa Saude;0
3691;RN;Bodó;2401651
3692;RN;Bom Jesus;2401701
3693;RN;Brejinho;2401800
3694;RN;Caiçara do Norte;2401859
3695;RN;Caiçara do Rio do Vento;2401909
3696;RN;Caicó;2402006
3697;RN;Campo Grande;0
3698;RN;Campo Redondo;2402105
3699;RN;Canguaretama;2402204
3700;RN;Caraúbas;2402303
3701;RN;Carnaúba dos Dantas;2402402
3702;RN;Carnaubais;2402501
3703;RN;Ceara-Mirim;2402600
3704;RN;Cerro Corá;2402709
3705;RN;Coronel Ezequiel;2402808
3706;RN;Coronel João Pessoa;2402907
3707;RN;Cruzeta;2403004
3708;RN;Currais Novos;2403103
3709;RN;Doutor Severiano;2403202
3710;RN;Encanto;2403301
3711;RN;Equador;2403400
3712;RN;Espírito Santo;2403509
3713;RN;Extremoz;2403608
3714;RN;Felipe Guerra;2403707
3715;RN;Fernando Pedroza;2403756
3716;RN;Florânia;2403806
3717;RN;Francisco Dantas;2403905
3718;RN;Frutuoso Gomes;2404002
3719;RN;Galinhos;2404101
3720;RN;Goianinha;2404200
3721;RN;Governador Dix-Sept Rosado;2404309
3722;RN;Grossos;2404408
3723;RN;Guamaré;2404507
3724;RN;Ielmo Marinho;2404606
3725;RN;Ipanguaçu;2404705
3726;RN;Ipueira;2404804
3727;RN;Itajá;2404853
3728;RN;Itaú;2404903
3729;RN;Jaçanã;2405009
3730;RN;Jandaíra;2405108
3731;RN;Janduís;2405207
3732;RN;Japi;2405405
3733;RN;Jardim de Angicos;2405504
3734;RN;Jardim de Piranhas;2405603
3735;RN;Jardim do Seridó;2405702
3736;RN;João Câmara;2405801
3737;RN;João Dias;2405900
3738;RN;José da Penha;2406007
3739;RN;Jucurutu;2406106
3740;RN;Jundiá;2406155
3741;RN;Lagoa d'Anta;2406205
3742;RN;Lagoa de Pedras;2406304
3743;RN;Lagoa de Velhos;2406403
3744;RN;Lagoa Nova;2406502
3745;RN;Lagoa Salgada;2406601
3746;RN;Lajes;2406700
3747;RN;Lajes Pintadas;2406809
3748;RN;Lucrécia;2406908
3749;RN;Luís Gomes;2407005
3750;RN;Macaíba;2407104
3751;RN;Macau;2407203
3752;RN;Major Sales;2407252
3753;RN;Marcelino Vieira;2407302
3754;RN;Martins;2407401
3755;RN;Maxaranguape;2407500
3756;RN;Messias Targino;2407609
3757;RN;Montanhas;2407708
3758;RN;Monte Alegre;2407807
3759;RN;Monte das Gameleiras;2407906
3760;RN;Mossoro;2408003
3761;RN;Natal;2408102
3762;RN;Nísia Floresta;2408201
3763;RN;Nova Cruz;2408300
3764;RN;Olho-d'Água do Borges;2408409
3765;RN;Ouro Branco;2408508
3766;RN;Paraná;2408607
3767;RN;Paraú;2408706
3768;RN;Parazinho;2408805
3769;RN;Parelhas;2408904
3770;RN;Parnamirim;2403251
3771;RN;Passa e Fica;2409100
3772;RN;Passagem;2409209
3773;RN;Patu;2409308
3774;RN;Pau dos Ferros;2409407
3775;RN;Pedra Grande;2409506
3776;RN;Pedra Preta;2409605
3777;RN;Pedro Avelino;2409704
3778;RN;Pedro Velho;2409803
3779;RN;Pendências;2409902
3780;RN;Pilões;2410009
3781;RN;Poço Branco;2410108
3782;RN;Portalegre;2410207
3783;RN;Porto do Mangue;2410256
3784;RN;Pureza;2410405
3785;RN;Rafael Fernandes;2410504
3786;RN;Rafael Godeiro;2410603
3787;RN;Riacho da Cruz;2410702
3788;RN;Riacho de Santana;2410801
3789;RN;Riachuelo;2410900
3790;RN;Rio do Fogo;2408953
3791;RN;Rodolfo Fernandes;2411007
3792;RN;Ruy Barbosa;2411106
3793;RN;Santa Cruz;2411205
3794;RN;Santa Maria;2409332
3795;RN;Santana do Matos;2411403
3796;RN;Santana do Seridó;2411429
3797;RN;Santo Antônio;2411502
3798;RN;São Bento do Norte;2411601
3799;RN;São Bento do Trairí;2411700
3800;RN;São Fernando;2411809
3801;RN;São Francisco do Oeste;2411908
3802;RN;São Gonçalo do Amarante;2412005
3803;RN;São João do Sabugi;2412104
3804;RN;São José de Mipibu;2412203
3805;RN;São José do Campestre;2412302
3806;RN;São José do Seridó;2412401
3807;RN;São Miguel;2412500
3808;RN;Sao Miguel de Touros;2412559
3809;RN;São Paulo do Potengi;2412609
3810;RN;São Pedro;2412708
3811;RN;São Rafael;2412807
3812;RN;São Tomé;2412906
3813;RN;São Vicente;2413003
3814;RN;Senador Elói de Souza;2413102
3815;RN;Senador Georgino Avelino;2413201
3816;RN;Serra Caiada;0
3817;RN;Serra de São Bento;2413300
3818;RN;Serra do Mel;2413359
3819;RN;Serra Negra do Norte;2413409
3820;RN;Serrinha;2413508
3821;RN;Serrinha dos Pintos;2413557
3822;RN;Severiano Melo;2413607
3823;RN;Sítio Novo;2413706
3824;RN;Taboleiro Grande;2413805
3825;RN;Taipu;2413904
3826;RN;Tangará;2414001
3827;RN;Tenente Ananias;2414100
3828;RN;Tenente Laurentino Cruz;2414159
3829;RN;Tibau;2411056
3830;RN;Tibau do Sul;2414209
3831;RN;Timbaúba dos Batistas;2414308
3832;RN;Touros;2414407
3833;RN;Triunfo Potiguar;2414456
3834;RN;Umarizal;2414506
3835;RN;Upanema;2414605
3836;RN;Várzea;2414704
3837;RN;Venha Ver;2414753
3838;RN;Vera Cruz;2414803
3839;RN;Viçosa;2414902
3840;RN;Vila Flor;2415008
3841;RO;Alta Floresta D'Oeste;1100015
3842;RO;Alto Alegre dos Parecis;1100379
3843;RO;Alto Paraíso;1100403
3844;RO;Alvorada D'Oeste;1100346
3845;RO;Ariquemes;1100023
3846;RO;Buritis;1100452
3847;RO;Cabixi;1100031
3848;RO;Cacaulândia;1100601
3849;RO;Cacoal;1100049
3850;RO;Campo Novo de Rondônia;1100700
3851;RO;Candeias do Jamari;1100809
3852;RO;Castanheiras;1100908
3853;RO;Cerejeiras;1100056
3854;RO;Chupinguaia;1100924
3855;RO;Colorado do Oeste;1100064
3856;RO;Corumbiara;1100072
3857;RO;Costa Marques;1100080
3858;RO;Cujubim;1100940
3859;RO;Espigão D'Oeste;1100098
3860;RO;Governador Jorge Teixeira;1101005
3861;RO;Guajará-Mirim;1100106
3862;RO;Itapuã do Oeste;1101104
3863;RO;Jaru;1100114
3864;RO;Ji-Paraná;1100122
3865;RO;Machadinho D'Oeste;1100130
3866;RO;Ministro Andreazza;1101203
3867;RO;Mirante da Serra;1101302
3868;RO;Monte Negro;1101401
3869;RO;Nova Brasilândia D'Oeste;1100148
3870;RO;Nova Mamoré;1100338
3871;RO;Nova União;1101435
3872;RO;Novo Horizonte do Oeste;1100502
3873;RO;Ouro Preto do Oeste;1100155
3874;RO;Parecis;1101450
3875;RO;Pimenta Bueno;1100189
3876;RO;Pimenteiras do Oeste;1101468
3877;RO;Porto Velho;1100205
3878;RO;Presidente Médici;1100254
3879;RO;Primavera de Rondônia;1101476
3880;RO;Rio Crespo;1100262
3881;RO;Rolim de Moura;1100288
3882;RO;Santa Luzia D'Oeste;1100296
3883;RO;São Felipe D'Oeste;1101484
3884;RO;São Francisco do Guaporé;1101492
3885;RO;São Miguel do Guaporé;1100320
3886;RO;Seringueiras;1101500
3887;RO;Teixeirópolis;1101559
3888;RO;Theobroma;1101609
3889;RO;Urupá;1101708
3890;RO;Vale do Anari;1101757
3891;RO;Vale do Paraíso;1101807
3892;RO;Vilhena;1100304
3893;RR;Alto Alegre;1400050
3894;RR;Amajari;1400027
3895;RR;Boa Vista;1400100
3896;RR;Bonfim;1400159
3897;RR;Cantá;1400175
3898;RR;Caracaraí;1400209
3899;RR;Caroebe;1400233
3900;RR;Iracema;1400282
3901;RR;Mucajaí;1400308
3902;RR;Normandia;1400407
3903;RR;Pacaraima;1400456
3904;RR;Rorainópolis;1400472
3905;RR;São João da Baliza;1400506
3906;RR;São Luiz;1400605
3907;RR;Uiramutã;1400704
3908;RS;Aceguá;4300034
3909;RS;Água Santa;4300059
3910;RS;Agudo;4300109
3911;RS;Ajuricaba;4300208
3912;RS;Alecrim;4300307
3913;RS;Alegrete;4300406
3914;RS;Alegria;4300455
3915;RS;Almirante Tamandaré do Sul;4300471
3916;RS;Alpestre;4300505
3917;RS;Alto Alegre;4300554
3918;RS;Alto Feliz;4300570
3919;RS;Alvorada;4300604
3920;RS;Amaral Ferrador;4300638
3921;RS;Ametista do Sul;4300646
3922;RS;André da Rocha;4300661
3923;RS;Anta Gorda;4300703
3924;RS;Antônio Prado;4300802
3925;RS;Arambaré;4300851
3926;RS;Araricá;4300877
3927;RS;Aratiba;4300901
3928;RS;Arroio do Meio;4301008
3929;RS;Arroio do Padre;4301073
3930;RS;Arroio do Sal;4301057
3931;RS;Arroio do Tigre;4301206
3932;RS;Arroio dos Ratos;4301107
3933;RS;Arroio Grande;4301305
3934;RS;Arvorezinha;4301404
3935;RS;Augusto Pestana;4301503
3936;RS;Áurea;4301552
3937;RS;Bagé;4301602
3938;RS;Balneário Pinhal;4301636
3939;RS;Barão;4301651
3940;RS;Barão de Cotegipe;4301701
3941;RS;Barão do Triunfo;4301750
3942;RS;Barra do Guarita;4301859
3943;RS;Barra do Quaraí;4301875
3944;RS;Barra do Ribeiro;4301909
3945;RS;Barra do Rio Azul;4301925
3946;RS;Barra Funda;4301958
3947;RS;Barracão;4301800
3948;RS;Barros Cassal;4302006
3949;RS;Benjamin Constant do Sul;4302055
3950;RS;Bento Gonçalves;4302105
3951;RS;Boa Vista das Missões;4302154
3952;RS;Boa Vista do Buricá;4302204
3953;RS;Boa Vista do Cadeado;4302220
3954;RS;Boa Vista do Incra;4302238
3955;RS;Boa Vista do Sul;4302253
3956;RS;Bom Jesus;4302303
3957;RS;Bom Princípio;4302352
3958;RS;Bom Progresso;4302378
3959;RS;Bom Retiro do Sul;4302402
3960;RS;Boqueirão do Leão;4302451
3961;RS;Bossoroca;4302501
3962;RS;Bozano;4302584
3963;RS;Braga;4302600
3964;RS;Brochier;4302659
3965;RS;Butiá;4302709
3966;RS;Caçapava do Sul;4302808
3967;RS;Cacequi;4302907
3968;RS;Cachoeira do Sul;4303004
3969;RS;Cachoeirinha;4303103
3970;RS;Cacique Doble;4303202
3971;RS;Caibaté;4303301
3972;RS;Caiçara;4303400
3973;RS;Camaquã;4303509
3974;RS;Camargo;4303558
3975;RS;Cambará do Sul;4303608
3976;RS;Campestre da Serra;4303673
3977;RS;Campina das Missões;4303707
3978;RS;Campinas do Sul;4303806
3979;RS;Campo Bom;4303905
3980;RS;Campo Novo;4304002
3981;RS;Campos Borges;4304101
3982;RS;Candelária;4304200
